record_id,molecule_name,cas_rn,cas_status,pubchem_cid,molecular_formula,inchikey,canonical_smiles,partition,formula_group,component_scope,elemental_scope,mixture_flag,oxygenate_flag,aromaticity_class,structure_class,density_screening_flag_ge_0_90_g_cm3,X01,X02,X03,X04,X05,X06,X07,Y01,Y02,Y02_label_status,Y03,Y04,Y05,Y06,Y07,reference_map
HC-0178,"1,6-Dimethylnaphthalene",575-43-9,reported,11328.0,C12H12,CBMXCNPQDUJNHT-UHFFFAOYSA-N,Cc1ccc2c(C)cccc2c1,development,C12H12,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,156.228,1.0,0.833333333333333,2.0,4.0,0.693147180559945,2.63255405356951,39.961,,not available,1.003,-16.9,264.0,108.61,2.2609,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0388；Y04→REF-0388；Y05→REF-0388；Y06→REF-0481；Y07→REF-0482
HC-0180,1-Ethylnaphthalene,1127-76-0,reported,14315.0,C12H12,ZMXIYERNXPIYFR-UHFFFAOYSA-N,CCc1cccc2ccccc12,development,C12H12,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,156.228,1.0,0.833333333333333,2.0,3.0,0.693147180559945,2.97859142358716,37.811,40.18,author-curated independent response; source audit pending,0.99035,-13.88,266.85,110.56,2.3289,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0392；Y02→REF-0493；Y03→REF-0001；Y04→REF-0393；Y05→REF-0394；Y06→REF-0481；Y07→REF-0482
HC-0181,1-Propylnaphthalene,2765-18-6,reported,33800.0,C13H14,HMAMGXMFMCAOPV-UHFFFAOYSA-N,CCCc1cccc2ccccc12,development,C13H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,170.255,1.07692307692308,0.769230769230769,2.0,3.0,0.693147180559945,3.60989278927176,38.249,39.76,author-curated independent response; source audit pending,0.97646,-8.6,272.85,114.66,2.4799,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0395；Y02→REF-0493；Y03→REF-0001；Y04→REF-0396；Y05→REF-0397；Y06→REF-0481；Y07→REF-0482
HC-0182,2-Methylnaphthalene,91-57-6,reported,7055.0,C11H10,QIMMUPPBPVKWKM-UHFFFAOYSA-N,Cc1ccc2ccccc2c1,development,C11H10,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,142.201,0.909090909090909,0.909090909090909,2.0,3.0,0.693147180559945,2.38707482993197,39.442,45.8,author-curated independent response; source audit pending,1.0058,33.85,240.85,92.8,1.8153,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0398；Y02→REF-0493；Y03→REF-0399；Y04→REF-0400；Y05→REF-0401；Y06→REF-0481；Y07→REF-0479
HC-0183,"4,6-dimethyldecane",,not available or not unambiguously resolved,,C12H26,TVGNRLXIJXKVGD-UHFFFAOYSA-N,CCCCC(C)CC(C)CCC,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,170.34,2.16666666666667,0.0,0.0,2.0,0.693147180559945,7.63888888888889,43.952682869555,,not available,0.757234941098022,-78.15,200.13,64.98879,1.2052516959872,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0184,5-butylnonane,17312-63-9,reported,300476.0,C13H28,YXSQPZMAIVSYDV-UHFFFAOYSA-N,CCCCC(CCCC)CCCC,development,C13H28,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,184.367,2.15384615384615,0.0,0.0,1.0,1.94591014905531,10.0833333333333,43.9124138267694,,not available,0.763234807087266,-51.88,223.45,80.91635,1.50515154401672,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0185,5-methyldecane,,not available or not unambiguously resolved,,C11H24,QUYFPNWYGLFQQU-UHFFFAOYSA-N,CCCCCC(C)CCCC,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,1.0,0.693147180559945,8.1,44.0001791277757,,not available,0.750278391091485,-74.42,177.69,49.66227,0.980638755546608,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0186,1-ethyl-2-methylcycloheptane,,not available or not unambiguously resolved,,C10H20,WYBRRMLWDAMSTN-UHFFFAOYSA-N,CCC1CCCCCC1C,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,2.0,0.693147180559945,4.0,43.4233977329436,,not available,0.770164168451106,-71.07,174.4,47.4152,0.952002771615288,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0187,1-isopropyl-2-methylcyclohexane,,not available or not unambiguously resolved,,C10H20,UMWPTXOKSJXVDS-UHFFFAOYSA-N,CC(C)C1CCCCC1C,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,3.0,1.09861228866811,3.40828402366864,43.4233977329436,,not available,0.770164168451106,-82.55,169.69,44.19827,0.912695016108394,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0188,1-isopropyl-3-methylcyclohexane,,not available or not unambiguously resolved,,C10H20,QRDCBPPMQOPHOU-UHFFFAOYSA-N,CC1CCCC(C(C)C)C1,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,3.0,1.09861228866811,3.40828402366864,43.4233977329436,,not available,0.770164168451106,-82.55,169.69,44.19827,0.9126950161,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0189,"1,2-diethylcyclohexane",,not available or not unambiguously resolved,,C10H20,GQDRGBVPGCYTNU-UHFFFAOYSA-N,CCC1CCCCC1CC,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,2.0,1.09861228866811,4.0,43.4233977329436,,not available,0.770164168451106,-67.55,170.13,44.49879,0.916285423104013,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0190,"1,3-diethylcyclohexane",,not available or not unambiguously resolved,,C10H20,WJUNKQFLRQGJAR-UHFFFAOYSA-N,CCC1CCCC(CC)C1,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,2.0,1.09861228866811,4.0,43.4233977329436,,not available,0.770164168451106,-67.55,170.13,44.49879,0.916285423104013,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0191,"2,4-Dimethylhept-2-ene",860116-58-1,reported,20333611.0,C9H18,LJCMMOJGGBTOFK-UHFFFAOYSA-N,CCCC(C)C=C(C)C,development,C9H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,126.243,2.0,0.0,0.0,2.0,1.09861228866811,4.60296728788442,43.423,,not available,0.738,-116.0,139.4,23.51,0.7009,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0002；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0192,(-)-beta-Pinene,18172-67-3,reported,440967.0,C10H16,WTARULDDTDQWMU-IUCAKERBSA-N,C=C1CCC2CC1C2(C)C,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,polycyclic alicyclic,False,136.238,1.6,0.0,3.0,4.0,1.09861228866811,1.66374254705002,42.1,,not available,0.86693,-61.0,167.73,42.86,0.8969,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0346；Y04→REF-0420；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0193,2-methylbutan-2-ylcyclohexane,31797-64-5,reported,252363.0,C11H22,HEOYZKPYPRYIAR-UHFFFAOYSA-N,CCC(C)(C)C1CCCCC1,development,C11H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,154.297,2.0,0.0,1.0,2.0,1.6094379124341,3.6,43.4233977329436,,not available,0.776376169870182,-49.62,194.45,61.10935,1.14316235017433,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0194,Cyclopentylcyclohexane,1606-08-2,reported,137104.0,C11H20,WVABZRMBCQFXBK-UHFFFAOYSA-N,C1CCC(C2CCCC2)CC1,development,C11H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,152.281,1.81818181818182,0.0,2.0,2.0,1.6094379124341,3.6,42.795,38.0,author-curated independent response; source audit pending,0.80512,-41.14,215.15,75.25,1.3894,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0423；Y02→REF-0493；Y03→REF-0001；Y04→REF-0002；Y05→REF-0424；Y06→REF-0481；Y07→REF-0482
HC-0195,Spiro(4.5)decane,176-63-6,reported,135982.0,C10H18,CTDQAGUNKPRERK-UHFFFAOYSA-N,C1CCC2(CC1)CCCC2,development,C10H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,138.254,1.8,0.0,2.0,1.0,1.6094379124341,2.56,42.76,37.17,author-curated independent response; source audit pending,0.80133,-20.75,184.85,54.55,1.0465,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0425；Y02→REF-0493；Y03→REF-0001；Y04→REF-0002；Y05→REF-0426；Y06→REF-0481；Y07→REF-0482
HC-0196,"2,10-Dimethylundecane",17301-27-8,reported,519386.0,C13H28,AZUSLLNYWXCPIZ-UHFFFAOYSA-N,CC(C)CCCCCCCC(C)C,development,C13H28,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,184.367,2.15384615384615,0.0,0.0,2.0,2.19722457733622,8.59171597633136,43.912,,not available,0.755,-66.88,222.1,79.99,1.4856,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0002；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0197,"2,3,4-Trimethylpentane",565-75-3,reported,11269.0,C8H18,RLPGDEORIPLBNF-UHFFFAOYSA-N,CC(C)C(C)C(C)C,development,C8H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,114.232,2.25,0.0,0.0,3.0,2.19722457733622,3.11111111111111,44.381,,not available,0.7204,-138.23,108.17,2.18,0.6823,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0005；Y02→not available；Y03→REF-0041；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0479
HC-0198,"2,3,5,6-Tetramethyloctane",62199-31-9,reported,53428896.0,C12H26,IPYLOMHOPWIUFA-UHFFFAOYSA-N,CCC(C)C(C)CC(C)C(C)C,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,170.34,2.16666666666667,0.0,0.0,4.0,1.09861228866811,5.61224489795918,43.953,,not available,0.746,-108.15,198.7,64.01,1.1893,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0002；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0199,"2,3-Dimethylpentane",565-59-3,reported,11260.0,C7H16,WGECXQBGLLYSFP-UHFFFAOYSA-N,CCC(C)C(C)C,development,C7H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,100.205,2.28571428571429,0.0,0.0,2.0,1.09861228866811,3.06122448979592,44.469,,not available,0.6949,-134.5,85.73,-13.15,0.533,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0005；Y02→not available；Y03→REF-0427；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0479
HC-0200,"2,5,7-Trimethylnonane",62184-14-9,reported,23443667.0,C12H26,KMBPYTMBXFKXON-UHFFFAOYSA-N,CCC(C)CC(C)CCC(C)C,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,170.34,2.16666666666667,0.0,0.0,3.0,1.09861228866811,6.50887573964497,43.953,,not available,0.747,-93.15,193.4,60.39,1.1321,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0002；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0201,2-Methylpentadecane,1560-93-6,reported,15267.0,C16H34,BANXPJUEBPWEOT-UHFFFAOYSA-N,CCCCCCCCCCCCCC(C)C,development,C16H34,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,226.448,2.125,0.0,0.0,1.0,1.09861228866811,13.0666666666667,43.822,34.02,author-curated independent response; source audit pending,0.775,-10.75,292.09,127.8,3.0467,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0493；Y03→REF-0053；Y04→REF-0428；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0202,2-methylbutylcyclohexane,,not available or not unambiguously resolved,,C11H22,DDQXBDLAGHZBMP-UHFFFAOYSA-N,CCC(C)CC1CCCCC1,development,C11H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,154.297,2.0,0.0,1.0,2.0,1.09861228866811,4.79289940828402,43.4233977329436,,not available,0.776376169870182,-67.04,197.24,63.01492,1.17318089417183,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0203,"4,5-Diethyloctane",1636-41-5,reported,519254.0,C12H26,XRVCHXCONYJHLU-UHFFFAOYSA-N,CCCC(CC)C(CC)CCC,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,170.34,2.16666666666667,0.0,0.0,2.0,1.09861228866811,7.63888888888889,43.953,34.04,author-curated independent response; source audit pending,0.75723,-70.15,192.85,60.02,1.1264,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0493；Y03→REF-0001；Y04→REF-0431；Y05→REF-0431；Y06→REF-0481；Y07→REF-0482
HC-0204,"Octadecane, 3-ethyl",13287-02-0,reported,528554.0,C20H42,RFGDOQAMXMKEQV-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(CC)CC,development,C20H42,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,282.556,2.1,0.0,0.0,1.0,1.09861228866811,17.0526315789474,43.742,35.02,author-curated independent response; source audit pending,0.78964,2.5,340.85,161.1,5.297,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0493；Y03→REF-0001；Y04→REF-0432；Y05→REF-0433；Y06→REF-0481；Y07→REF-0482
HC-0205,"1,1,2,3-Tetramethylcyclohexane",6783-92-2,reported,549623.0,C10H20,BUOAKQCLRBVIOX-UHFFFAOYSA-N,CC1CCCC(C)(C)C1C,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,3.0,1.09861228866811,2.56,43.423,,not available,0.758,-47.89,155.8,34.71,0.8074,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0002；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0206,"1,5,5-Trimethylcyclopentene",62184-83-2,reported,143886.0,C8H14,OHIIGLSGZTXTBM-UHFFFAOYSA-N,CC1=CCCC1(C)C,development,C8H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,110.2,1.75,0.0,1.0,2.0,1.09861228866811,1.61119270741129,42.605,,not available,0.79104,-45.3,108.0,2.06,0.5397,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0207,"1-Ethyl-5,5-dimethylcyclopenta-1,3-diene",496862-86-3,reported,572141.0,C9H14,BMLYRJOYQDJMOR-UHFFFAOYSA-N,CCC1=CC=CC1(C)C,development,C9H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,122.211,1.55555555555556,0.0,1.0,2.0,1.09861228866811,2.0166124260355,41.948,,not available,0.818,-33.12,141.7,25.08,0.7148,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0002；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0208,Isopropylcyclopentane,3875-51-2,reported,19751.0,C8H16,TVSBRLGQVHJIKT-UHFFFAOYSA-N,CC(C)C1CCCC1,development,C8H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,112.216,2.0,0.0,1.0,2.0,1.6094379124341,2.52,43.423,34.0,author-curated independent response; source audit pending,0.75358,-112.15,126.42,14.64,0.6282,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0493；Y03→REF-0001；Y04→REF-0434；Y05→REF-0435；Y06→REF-0481；Y07→REF-0482
HC-0209,Pentylcyclopentane,3741-00-2,reported,19540.0,C10H20,HPQURZRDYMUHJI-UHFFFAOYSA-N,CCCCCC1CCCC1,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,1.0,1.09861228866811,4.7603305785124,43.949,35.2,author-curated independent response; source audit pending,0.77016,-59.79,179.85,51.14,1.0,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0436；Y02→REF-0493；Y03→REF-0001；Y04→REF-0002；Y05→REF-0437；Y06→REF-0481；Y07→REF-0482
HC-0210,tert-Butylcyclohexane,3178-22-1,reported,18508.0,C10H20,XTVMZZBLCLWBPM-UHFFFAOYSA-N,CC(C)(C)C1CCCCC1,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,2.0,2.56494935746154,2.93877551020408,43.423,35.5,author-curated independent response; source audit pending,0.77016,-41.2,170.85,44.99,0.9222,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0493；Y03→REF-0001；Y04→REF-0438；Y05→REF-0439；Y06→REF-0481；Y07→REF-0482
HC-0211,"1,3,5-Triisopropylbenzene",717-74-8,reported,12860.0,C15H24,VUMCUSHVMYIRMB-UHFFFAOYSA-N,CC(C)c1cc(C(C)C)cc(C(C)C)c1,development,C15H24,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,204.357,1.6,0.4,1.0,6.0,3.89182029811063,4.82849253659792,42.1,33.6,author-curated independent response; source audit pending,0.86453,-7.35,234.05,88.16,1.6697,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0493；Y03→REF-0001；Y04→REF-0440；Y05→REF-0441；Y06→REF-0481；Y07→REF-0482
HC-0212,"4,7-Dimethylindan",6682-71-9,reported,23151.0,C11H14,IWHKMCQFAMHMSX-UHFFFAOYSA-N,Cc1ccc(C)c2c1CCC2,development,C11H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,146.233,1.27272727272727,0.545454545454545,2.0,4.0,1.09861228866811,2.367951791109,40.729,38.86,author-curated independent response; source audit pending,0.91202,-0.52,231.16,86.18,1.6229,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0442；Y02→REF-0493；Y03→REF-0001；Y04→REF-0443；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0213,Pentylbenzene,538-68-1,reported,10864.0,C11H16,PWATWSYOIIXYMA-UHFFFAOYSA-N,CCCCCc1ccccc1,development,C11H16,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,148.249,1.45454545454545,0.545454545454545,1.0,1.0,1.09861228866811,4.94867396837199,41.599,35.94,author-curated independent response; source audit pending,0.87236,-78.25,197.85,63.43,1.1799,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0493；Y03→REF-0001；Y04→REF-0444；Y05→REF-0445；Y06→REF-0481；Y07→REF-0482
HC-0214,Dihydromyrcene,,not available or not unambiguously resolved,17090.0,C10H18,FUDNBFMOXDUIIE-UHFFFAOYSA-N,C=CC(C)CCC=C(C)C,development,C10H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic polyene/diene,False,138.254,1.8,0.0,0.0,2.0,1.09861228866811,5.27937331980274,42.771,,not available,0.7668,-106.49,155.53,34.53,0.8055,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0446；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0215,(-)-alpha-Pinene,,not available or not unambiguously resolved,440968.0,C10H16,GRWFGVWFFZKLTI-IUCAKERBSA-N,CC1=CCC2CC1C2(C)C,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,polycyclic alicyclic,False,136.238,1.6,0.0,3.0,4.0,1.09861228866811,1.66374254705002,42.1,,not available,0.83618,-62.0,172.71,46.26,0.9377,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0447；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0216,1-Methylnorbornane,10052-18-3,reported,139085.0,C8H14,UTPHVTOEOCZQJU-UHFFFAOYSA-N,CC12CCC(CC1)C2,development,C8H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,110.2,1.75,0.0,2.0,2.0,1.09861228866811,1.28571428571429,42.741,38.5,author-curated independent response; source audit pending,0.79104,-36.97,127.48,15.37,0.6338,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0448；Y02→REF-0493；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0217,Spiro[5.6]dodecane,181-15-7,reported,9097.0,C12H22,ZDNANLAHKKNCTC-UHFFFAOYSA-N,C1CCCC2(CC1)CCCCC2,development,C12H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,166.308,1.83333333333333,0.0,2.0,1.0,1.6094379124341,3.80622837370242,42.872,38.41,author-curated independent response; source audit pending,0.8083,-5.25,245.02,95.65,1.8626,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0449；Y02→REF-0493；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0218,"2,3-Dimethylheptane",3074-71-3,reported,26375.0,C9H20,WBRFDUJXCLCKPX-UHFFFAOYSA-N,CCCCC(C)C(C)C,development,C9H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,128.259,2.22222222222222,0.0,0.0,2.0,1.09861228866811,4.83950617283951,44.126,32.9,author-curated independent response; source audit pending,0.73241,-111.96,139.85,23.82,0.7036,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0493；Y03→REF-0001；Y04→REF-0002；Y05→REF-0450；Y06→REF-0481；Y07→REF-0482
HC-0219,"2,3-Dimethylnonane",2884-06-2,reported,520397.0,C11H24,IGJRNTLDWLTHCQ-UHFFFAOYSA-N,CCCCCCC(C)C(C)C,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,2.0,1.09861228866811,6.69421487603306,44.0,33.15,author-curated independent response; source audit pending,0.75028,-89.42,174.85,47.72,0.9559,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0493；Y03→REF-0001；Y04→REF-0002；Y05→REF-0451；Y06→REF-0481；Y07→REF-0482
